move,X,Y,Z,E,F,A,command,line,,,,,
TRUE,130.211,59.975,23,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X130.211 Y59.975 E0.00959,,,
TRUE,130.213,50.075,23,0.45045,833.3,1.04E-17,0,0,G1,G1 F833.3 X130.213 Y50.075 E0.45045,,,
TRUE,130.163,49.837,23,0.01199,769.2,0.01,0,0,G1,G1 F769.2 X130.163 Y49.837 E0.01199,,,
TRUE,129.925,49.788,23,0.01198,769.2,0.01,0,0,G1,G1 X129.925 Y49.788 E0.01198,,,
TRUE,120.025,49.789,23,0.45123,831.9,0.01,0,0,G1,G1 F831.9 X120.025 Y49.789 E0.45123,,,
TRUE,119.837,49.837,23,0.00959,766.8,-0.01,0,0,G1,G1 F766.8 X119.837 Y49.837 E0.00959,,,
FALSE,None,None,None,None,None,-0.01,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,120.395,50.395,23,0.00959,7200,-0.01,0,0,G0,G0 F7200 X120.395 Y50.395,,,
TRUE,127,50.825,23,0.00959,7200,-0.01,0,0,G0,G0 X127 Y50.825,,,
TRUE,127,50.685,23,0.00959,7200,-0.01,0,0,G0,G0 X127 Y50.685,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,127,59.315,23,0.28703,2400,-0.01,0,0,G1,G1 F2400 X127 Y59.315 E0.28703,,,
TRUE,127,59.415,23,0.28703,2400,1.04E-17,0,0,G1,G1 X127 Y59.415,,,
TRUE,127,59.175,23,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X127 Y59.175,,,
TRUE,125,59.175,23,0.28703,7200,1.04E-17,0,0,G0,G0 X125 Y59.175,,,
TRUE,125,59.315,23,0.28703,7200,1.04E-17,0,0,G0,G0 X125 Y59.315,,,
TRUE,125,50.685,23,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X125 Y50.685 E0.28703,,,
TRUE,125,50.585,23,0.28703,2400,1.04E-17,0,0,G1,G1 X125 Y50.585,,,
TRUE,125,50.825,23,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X125 Y50.825,,,
TRUE,123,50.825,23,0.28703,7200,1.04E-17,0,0,G0,G0 X123 Y50.825,,,
TRUE,123,50.685,23,0.28703,7200,1.04E-17,0,0,G0,G0 X123 Y50.685,,,
TRUE,123,59.315,23,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X123 Y59.315 E0.28703,,,
TRUE,123,59.415,23,0.28703,2400,1.04E-17,0,0,G1,G1 X123 Y59.415,,,
TRUE,123,59.175,23,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X123 Y59.175,,,
TRUE,121,59.175,23,0.28703,7200,1.04E-17,0,0,G0,G0 X121 Y59.175,,,
TRUE,121,59.315,23,0.28703,7200,1.04E-17,0,0,G0,G0 X121 Y59.315,,,
TRUE,121,50.685,23,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X121 Y50.685 E0.28703,,,
TRUE,121,50.585,23,0.28703,2400,1.04E-17,0,0,G1,G1 X121 Y50.585,,,
TRUE,121,50.825,23,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X121 Y50.825,,,
TRUE,129,50.825,23,0.28703,7200,1.04E-17,0,0,G0,G0 X129 Y50.825,,,
TRUE,129,50.685,23,0.28703,7200,1.04E-17,0,0,G0,G0 X129 Y50.685,,,
TRUE,129,59.315,23,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129 Y59.315 E0.28703,,,
TRUE,129,59.415,23,0.28703,2400,1.04E-17,0,0,G1,G1 X129 Y59.415,,,
TRUE,129,59.175,23,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129 Y59.175,,,
TRUE,129.205,50.795,23,0.28703,7200,1.04E-17,0,0,G0,G0 X129.205 Y50.795,,,
TRUE,129.475,50.525,23,0.28703,7200,1.04E-17,0,0,G0,G0 X129.475 Y50.525,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,50.525,23,0.28279,2400,1.04E-17,0,0,G1,G1 F2400 X120.525 Y50.525 E0.28279,,,
TRUE,120.525,59.475,23,0.28279,2400,1.04E-17,0,0,G1,G1 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,23,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,23,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,129.205,50.795,23,0.28279,7200,1.04E-17,0,0,G0,G0 F7200 X129.205 Y50.795,,,
TRUE,120.395,50.395,23,0.28279,7200,1.04E-17,0,0,G0,G0 X120.395 Y50.395,,,
TRUE,120.125,50.125,23,0.28279,7200,1.04E-17,0,0,G0,G0 X120.125 Y50.125,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,59.875,23,0.30807,1200,1.04E-17,0,0,G1,G1 F1200 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,23,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,23,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,120.125,50.125,23,0.30807,1200,1.04E-17,0,0,G1,G1 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,50.325,23,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X120.125 Y50.325,,,
TRUE,121.125,51.007,23,0.30807,7200,1.04E-17,0,0,G0,G0 X121.125 Y51.007,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,121.125,51.007,23.2,0.30807,600,1.04E-17,0,0,G0,G0 F600 X121.125 Y51.007 Z23.2,,,
TRUE,120.395,59.605,23.2,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X120.395 Y59.605,,,
TRUE,119.789,59.975,23.2,0.30807,7200,1.04E-17,0,0,G0,G0 X119.789 Y59.975,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TIME_ELAPSED:1919.977184,,TIME_ELAPSED:1919.977184,
FALSE,None,None,None,None,None,1.04E-17,0,0,,LAYER:115,,LAYER:115,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,119.837,60.163,23.2,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X119.837 Y60.163 E0.00959,,,
TRUE,120.075,60.213,23.2,0.01199,769.2,1.04E-17,0,0,G1,G1 F769.2 X120.075 Y60.213 E0.01199,,,
TRUE,129.975,60.211,23.2,0.45201,830.4,1.04E-17,0,0,G1,G1 F830.4 X129.975 Y60.211 E0.45201,,,
TRUE,130.163,60.163,23.2,0.00961,765.6,1.04E-17,0,0,G1,G1 F765.6 X130.163 Y60.163 E0.00961,,,
TRUE,130.211,59.975,23.2,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X130.211 Y59.975 E0.00959,,,
TRUE,130.213,50.075,23.2,0.45045,833.3,1.04E-17,0,0,G1,G1 F833.3 X130.213 Y50.075 E0.45045,,,
TRUE,130.163,49.837,23.2,0.01199,769.2,0.01,0,0,G1,G1 F769.2 X130.163 Y49.837 E0.01199,,,
TRUE,129.925,49.788,23.2,0.01198,769.2,0.01,0,0,G1,G1 X129.925 Y49.788 E0.01198,,,
TRUE,120.025,49.789,23.2,0.45123,831.9,0.01,0,0,G1,G1 F831.9 X120.025 Y49.789 E0.45123,,,
TRUE,119.837,49.837,23.2,0.00959,766.8,-0.01,0,0,G1,G1 F766.8 X119.837 Y49.837 E0.00959,,,
TRUE,119.788,50.075,23.2,0.01196,770.5,-0.01,0,0,G1,G1 F770.5 X119.788 Y50.075 E0.01196,,,
TRUE,119.789,59.975,23.2,0.45123,831.9,-0.01,0,0,G1,G1 F831.9 X119.789 Y59.975 E0.45123,,,
FALSE,None,None,None,None,None,-0.01,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,120.395,59.605,23.2,0.45123,7200,-0.01,0,0,G0,G0 F7200 X120.395 Y59.605,,,
TRUE,120.685,58.999,23.2,0.45123,7200,-0.01,0,0,G0,G0 X120.685 Y58.999,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,129.315,58.999,23.2,0.28703,2400,-0.01,0,0,G1,G1 F2400 X129.315 Y58.999 E0.28703,,,
TRUE,129.415,58.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y58.999,,,
TRUE,129.175,58.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y58.999,,,
TRUE,129.175,56.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X129.175 Y56.999,,,
TRUE,129.315,56.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X129.315 Y56.999,,,
TRUE,120.685,56.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X120.685 Y56.999 E0.28703,,,
TRUE,120.585,56.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 X120.585 Y56.999,,,
TRUE,120.825,56.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X120.825 Y56.999,,,
TRUE,120.825,54.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.825 Y54.999,,,
TRUE,120.685,54.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.685 Y54.999,,,
TRUE,129.315,54.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129.315 Y54.999 E0.28703,,,
TRUE,129.415,54.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y54.999,,,
TRUE,129.175,54.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y54.999,,,
TRUE,129.175,52.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X129.175 Y52.999,,,
TRUE,129.315,52.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X129.315 Y52.999,,,
TRUE,120.685,52.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X120.685 Y52.999 E0.28703,,,
TRUE,120.585,52.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 X120.585 Y52.999,,,
TRUE,120.825,52.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X120.825 Y52.999,,,
TRUE,120.825,50.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.825 Y50.999,,,
TRUE,120.685,50.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.685 Y50.999,,,
TRUE,129.315,50.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129.315 Y50.999 E0.28703,,,
TRUE,129.415,50.999,23.2,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y50.999,,,
TRUE,129.175,50.999,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y50.999,,,
TRUE,120.795,50.795,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,23.2,0.28703,7200,1.04E-17,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,23.2,0.28279,2400,1.04E-17,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,23.2,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,23.2,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,23.2,0.28279,2400,1.04E-17,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.795,50.795,23.2,0.28279,7200,1.04E-17,0,0,G0,G0 F7200 X120.795 Y50.795,,,
TRUE,129.605,50.395,23.2,0.28279,7200,1.04E-17,0,0,G0,G0 X129.605 Y50.395,,,
TRUE,129.875,50.125,23.2,0.28279,7200,1.04E-17,0,0,G0,G0 X129.875 Y50.125,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,50.125,23.2,0.30807,1200,1.04E-17,0,0,G1,G1 F1200 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,59.875,23.2,0.30807,1200,1.04E-17,0,0,G1,G1 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,23.2,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,23.2,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,129.675,50.125,23.2,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X129.675 Y50.125,,,
TRUE,128.875,51.007,23.2,0.30807,7200,1.04E-17,0,0,G0,G0 X128.875 Y51.007,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,128.875,51.007,23.4,0.30807,600,1.04E-17,0,0,G0,G0 F600 X128.875 Y51.007 Z23.4,,,
TRUE,129.605,50.395,23.4,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X129.605 Y50.395,,,
TRUE,130.213,50.075,23.4,0.30807,7200,1.04E-17,0,0,G0,G0 X130.213 Y50.075,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TIME_ELAPSED:1928.329052,,TIME_ELAPSED:1928.329052,
FALSE,None,None,None,None,None,1.04E-17,0,0,,LAYER:116,,LAYER:116,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,130.163,49.837,23.4,0.01199,769.2,1.04E-17,0,0,G1,G1 F769.2 X130.163 Y49.837 E0.01199,,,
TRUE,129.925,49.788,23.4,0.01198,769.2,1.04E-17,0,0,G1,G1 X129.925 Y49.788 E0.01198,,,
TRUE,120.025,49.789,23.4,0.45123,831.9,1.04E-17,0,0,G1,G1 F831.9 X120.025 Y49.789 E0.45123,,,
TRUE,119.837,49.837,23.4,0.00959,766.8,-0.01,0,0,G1,G1 F766.8 X119.837 Y49.837 E0.00959,,,
TRUE,119.788,50.075,23.4,0.01196,770.5,-0.01,0,0,G1,G1 F770.5 X119.788 Y50.075 E0.01196,,,
TRUE,119.789,59.975,23.4,0.45123,831.9,-0.01,0,0,G1,G1 F831.9 X119.789 Y59.975 E0.45123,,,
TRUE,119.837,60.163,23.4,0.00959,766.8,-0.01,0,0,G1,G1 F766.8 X119.837 Y60.163 E0.00959,,,
TRUE,120.075,60.213,23.4,0.01199,769.2,-0.01,0,0,G1,G1 F769.2 X120.075 Y60.213 E0.01199,,,
TRUE,129.975,60.211,23.4,0.45201,830.4,-0.01,0,0,G1,G1 F830.4 X129.975 Y60.211 E0.45201,,,
TRUE,130.163,60.163,23.4,0.00961,765.6,1.04E-17,0,0,G1,G1 F765.6 X130.163 Y60.163 E0.00961,,,
TRUE,130.211,59.975,23.4,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X130.211 Y59.975 E0.00959,,,
TRUE,130.213,50.075,23.4,0.45045,833.3,1.04E-17,0,0,G1,G1 F833.3 X130.213 Y50.075 E0.45045,,,
FALSE,None,None,None,None,None,0.01,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,129.605,50.395,23.4,0.45045,7200,0.01,0,0,G0,G0 F7200 X129.605 Y50.395,,,
TRUE,125,50.825,23.4,0.45045,7200,0.01,0,0,G0,G0 X125 Y50.825,,,
TRUE,125,50.685,23.4,0.45045,7200,0.01,0,0,G0,G0 X125 Y50.685,,,
FALSE,None,None,None,None,None,0.01,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,125,59.315,23.4,0.28703,2400,0.01,0,0,G1,G1 F2400 X125 Y59.315 E0.28703,,,
TRUE,125,59.415,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 X125 Y59.415,,,
TRUE,125,59.175,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X125 Y59.175,,,
TRUE,123,59.175,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X123 Y59.175,,,
TRUE,123,59.315,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X123 Y59.315,,,
TRUE,123,50.685,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X123 Y50.685 E0.28703,,,
TRUE,123,50.585,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 X123 Y50.585,,,
TRUE,123,50.825,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X123 Y50.825,,,
TRUE,121,50.825,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X121 Y50.825,,,
TRUE,121,50.685,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X121 Y50.685,,,
TRUE,121,59.315,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X121 Y59.315 E0.28703,,,
TRUE,121,59.415,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 X121 Y59.415,,,
TRUE,121,59.175,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X121 Y59.175,,,
TRUE,127,59.175,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X127 Y59.175,,,
TRUE,127,59.315,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X127 Y59.315,,,
TRUE,127,50.685,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X127 Y50.685 E0.28703,,,
TRUE,127,50.585,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 X127 Y50.585,,,
TRUE,127,50.825,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X127 Y50.825,,,
TRUE,129,50.825,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X129 Y50.825,,,
TRUE,129,50.685,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X129 Y50.685,,,
TRUE,129,59.315,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129 Y59.315 E0.28703,,,
TRUE,129,59.415,23.4,0.28703,2400,1.04E-17,0,0,G1,G1 X129 Y59.415,,,
TRUE,129,59.175,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129 Y59.175,,,
TRUE,120.795,50.795,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,23.4,0.28703,7200,1.04E-17,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,23.4,0.28279,2400,1.04E-17,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,23.4,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,23.4,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,23.4,0.28279,2400,1.04E-17,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.125,50.125,23.4,0.28279,7200,1.04E-17,0,0,G0,G0 F7200 X120.125 Y50.125,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,59.875,23.4,0.30807,1200,1.04E-17,0,0,G1,G1 F1200 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,23.4,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,23.4,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,120.125,50.125,23.4,0.30807,1200,1.04E-17,0,0,G1,G1 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,50.325,23.4,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X120.125 Y50.325,,,
TRUE,121.125,51.007,23.4,0.30807,7200,1.04E-17,0,0,G0,G0 X121.125 Y51.007,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,121.125,51.007,23.6,0.30807,600,1.04E-17,0,0,G0,G0 F600 X121.125 Y51.007 Z23.6,,,
TRUE,120.395,50.395,23.6,0.30807,7200,1.04E-17,0,0,G0,G0 F7200 X120.395 Y50.395,,,
TRUE,120.025,49.789,23.6,0.30807,7200,1.04E-17,0,0,G0,G0 X120.025 Y49.789,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TIME_ELAPSED:1936.682493,,TIME_ELAPSED:1936.682493,
FALSE,None,None,None,None,None,1.04E-17,0,0,,LAYER:117,,LAYER:117,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
FALSE,None,None,None,None,None,1.04E-17,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,119.837,49.837,23.6,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X119.837 Y49.837 E0.00959,,,
TRUE,119.788,50.075,23.6,0.01196,770.5,1.04E-17,0,0,G1,G1 F770.5 X119.788 Y50.075 E0.01196,,,
TRUE,119.789,59.975,23.6,0.45123,831.9,1.04E-17,0,0,G1,G1 F831.9 X119.789 Y59.975 E0.45123,,,
TRUE,119.837,60.163,23.6,0.00959,766.8,-0.01,0,0,G1,G1 F766.8 X119.837 Y60.163 E0.00959,,,
TRUE,120.075,60.213,23.6,0.01199,769.2,-0.01,0,0,G1,G1 F769.2 X120.075 Y60.213 E0.01199,,,
TRUE,129.975,60.211,23.6,0.45201,830.4,-0.01,0,0,G1,G1 F830.4 X129.975 Y60.211 E0.45201,,,
TRUE,130.163,60.163,23.6,0.00961,765.6,1.04E-17,0,0,G1,G1 F765.6 X130.163 Y60.163 E0.00961,,,
TRUE,130.211,59.975,23.6,0.00959,766.8,1.04E-17,0,0,G1,G1 F766.8 X130.211 Y59.975 E0.00959,,,
TRUE,130.213,50.075,23.6,0.45045,833.3,1.04E-17,0,0,G1,G1 F833.3 X130.213 Y50.075 E0.45045,,,
TRUE,130.163,49.837,23.6,0.01199,769.2,0.01,0,0,G1,G1 F769.2 X130.163 Y49.837 E0.01199,,,
TRUE,129.925,49.788,23.6,0.01198,769.2,0.01,0,0,G1,G1 X129.925 Y49.788 E0.01198,,,
TRUE,120.025,49.789,23.6,0.45123,831.9,0.01,0,0,G1,G1 F831.9 X120.025 Y49.789 E0.45123,,,
FALSE,None,None,None,None,None,-0.01,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,120.395,50.395,23.6,0.45123,7200,-0.01,0,0,G0,G0 F7200 X120.395 Y50.395,,,
TRUE,120.685,50.999,23.6,0.45123,7200,-0.01,0,0,G0,G0 X120.685 Y50.999,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,129.315,50.999,23.6,0.28703,2400,-0.01,0,0,G1,G1 F2400 X129.315 Y50.999 E0.28703,,,
TRUE,129.415,50.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y50.999,,,
TRUE,129.175,50.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y50.999,,,
TRUE,129.175,52.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.175 Y52.999,,,
TRUE,129.315,52.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.315 Y52.999,,,
TRUE,120.685,52.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X120.685 Y52.999 E0.28703,,,
TRUE,120.585,52.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 X120.585 Y52.999,,,
TRUE,120.825,52.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X120.825 Y52.999,,,
TRUE,120.825,54.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X120.825 Y54.999,,,
TRUE,120.685,54.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X120.685 Y54.999,,,
TRUE,129.315,54.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129.315 Y54.999 E0.28703,,,
TRUE,129.415,54.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y54.999,,,
TRUE,129.175,54.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y54.999,,,
TRUE,129.175,56.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.175 Y56.999,,,
TRUE,129.315,56.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.315 Y56.999,,,
TRUE,120.685,56.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X120.685 Y56.999 E0.28703,,,
TRUE,120.585,56.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 X120.585 Y56.999,,,
TRUE,120.825,56.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X120.825 Y56.999,,,
TRUE,120.825,58.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X120.825 Y58.999,,,
TRUE,120.685,58.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X120.685 Y58.999,,,
TRUE,129.315,58.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 F2400 X129.315 Y58.999 E0.28703,,,
TRUE,129.415,58.999,23.6,0.28703,2400,1.04E-17,0,0,G1,G1 X129.415 Y58.999,,,
TRUE,129.175,58.999,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 F7200 X129.175 Y58.999,,,
TRUE,129.205,50.795,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.205 Y50.795,,,
TRUE,129.475,50.525,23.6,0.28703,7200,1.04E-17,0,0,G0,G0 X129.475 Y50.525,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,50.525,23.6,0.28279,2400,1.04E-17,0,0,G1,G1 F2400 X120.525 Y50.525 E0.28279,,,
TRUE,120.525,59.475,23.6,0.28279,2400,1.04E-17,0,0,G1,G1 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,23.6,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,23.6,0.28279,2400,1.04E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,129.205,50.795,23.6,0.28279,7200,1.04E-17,0,0,G0,G0 F7200 X129.205 Y50.795,,,
TRUE,120.395,50.395,23.6,0.28279,7200,1.04E-17,0,0,G0,G0 X120.395 Y50.395,,,
TRUE,120.125,50.125,23.6,0.28279,7200,1.04E-17,0,0,G0,G0 X120.125 Y50.125,,,
FALSE,None,None,None,None,None,1.04E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,59.875,23.6,0.30807,1200,1.04E-17,0,0,G1,G1 F1200 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,23.6,0.30807,1200,1.04E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
